,temp,year,day,weekday,hour,traffic_volume
15608,292.86,2014,19,5,3,498
15609,292.53,2014,19,5,4,519
15610,292.06,2014,19,5,5,940
15611,292.21,2014,19,5,6,1485
15612,292.58,2014,19,5,7,2163
15613,293.07,2014,19,5,8,2958
15614,294.11,2014,19,5,9,3900
15615,295.4,2014,19,5,10,4254
15616,295.92,2014,19,5,11,4407
15617,296.13,2014,19,5,12,4572
15618,296.92,2014,19,5,13,4697
15619,297.07,2014,19,5,14,4946
15620,297.84,2014,19,5,15,4839
15621,298.15,2014,19,5,16,4928
15622,298.08,2014,19,5,17,4859
15623,298.05,2014,19,5,18,4322
15624,297.88,2014,19,5,19,3542
15625,297.4,2014,19,5,20,3140
15626,296.63,2014,19,5,21,2960
15627,296.11,2014,19,5,22,2735
15628,295.88,2014,19,5,23,2319
15629,295.52,2014,20,6,0,1632
15630,295.26,2014,20,6,1,1125
15631,294.94,2014,20,6,2,823
15632,294.63,2014,20,6,3,432
15633,294.21,2014,20,6,4,384
15634,293.99,2014,20,6,5,551
15635,293.75,2014,20,6,6,922
15636,294.42,2014,20,6,7,1139
15637,295.35,2014,20,6,8,1881
15638,296.36,2014,20,6,9,2902
15639,297.65,2014,20,6,10,3692
15640,299.23,2014,20,6,11,4187
15641,300.63,2014,20,6,12,4682
15642,301.61,2014,20,6,13,4394
15643,302.2,2014,20,6,14,4451
15644,302.27,2014,20,6,15,4337
15645,302.41,2014,20,6,16,4471
15646,302.11,2014,20,6,17,4261
15647,301.55,2014,20,6,18,4030
15648,301.01,2014,20,6,19,3484
15649,300.2,2014,20,6,20,3245
15650,299.82,2014,20,6,21,2657
15651,299.15,2014,20,6,22,2091
15652,298.81,2014,20,6,23,1336
15653,298.07,2014,21,0,0,773
15654,297.7,2014,21,0,1,592
15655,297.3,2014,21,0,2,380
15656,296.97,2014,21,0,3,391
15657,296.6,2014,21,0,4,961
15658,296.43,2014,21,0,5,2952
15659,296.46,2014,21,0,6,5657
15660,296.36,2014,21,0,7,6741
15661,296.8,2014,21,0,8,5813
15662,298.41,2014,21,0,9,4911
15663,299.59,2014,21,0,10,4525
15664,301.36,2014,21,0,11,4698
15665,302.21,2014,21,0,12,5153
15666,303.08,2014,21,0,13,4859
15667,303.84,2014,21,0,14,5459
15668,304.22,2014,21,0,15,5871
15669,304.68,2014,21,0,16,6426
15670,303.82,2014,21,0,17,6341
15671,303.45,2014,21,0,18,4651
15672,302.96,2014,21,0,19,3601
15673,302.1,2014,21,0,20,2730
15674,301.35,2014,21,0,21,2460
15675,301.0,2014,21,0,22,1777
15676,300.6,2014,21,0,23,1211
15677,300.33,2014,22,1,0,627
15678,300.01,2014,22,1,1,432
15679,299.9,2014,22,1,2,334
15680,299.63,2014,22,1,3,405
15681,299.39,2014,22,1,4,901
15682,298.63,2014,22,1,5,3022
15683,297.85,2014,22,1,6,5588
15684,296.01,2014,22,1,7,6211
15685,296.11,2014,22,1,8,6078
15686,296.84,2014,22,1,9,5263
15687,297.33,2014,22,1,10,4607
15688,297.79,2014,22,1,11,4907
15689,298.41,2014,22,1,12,5067
15690,299.5,2014,22,1,13,5192
15691,300.25,2014,22,1,14,5416
15692,301.08,2014,22,1,15,6123
15693,301.13,2014,22,1,16,6865
15694,301.08,2014,22,1,17,6597
15695,300.79,2014,22,1,18,5173
15696,299.29,2014,22,1,19,3510
15697,297.96,2014,22,1,20,3070
15698,296.39,2014,22,1,21,2806
15699,294.98,2014,22,1,22,2037
15700,294.14,2014,22,1,23,1235
15701,293.37,2014,23,2,0,684
15702,292.61,2014,23,2,1,443
15703,291.68,2014,23,2,2,341
15704,290.67,2014,23,2,3,397
15705,289.81,2014,23,2,4,971
15706,289.12,2014,23,2,5,3068
15707,288.75,2014,23,2,6,5767
15708,289.7,2014,23,2,7,6511
15709,292.04,2014,23,2,8,5999
15710,294.16,2014,23,2,9,5297
15711,296.6,2014,23,2,10,4913
15712,297.79,2014,23,2,11,5611
15713,298.53,2014,23,2,12,5442
15714,299.29,2014,23,2,13,5426
15715,299.47,2014,23,2,14,5610
15716,299.41,2014,23,2,15,6085
15717,299.58,2014,23,2,16,6609
15718,299.5,2014,23,2,17,6293
15719,299.17,2014,23,2,18,4872
15720,298.64,2014,23,2,19,3639
15721,296.99,2014,23,2,20,3135
15722,294.69,2014,23,2,21,2867
15723,292.43,2014,23,2,22,2083
15724,291.56,2014,23,2,23,1325
15725,290.32,2014,24,3,0,698
15726,289.91,2014,24,3,1,511
15727,288.99,2014,24,3,2,349
15728,293.37,2014,25,4,0,801
15729,292.98,2014,25,4,1,542
15730,292.28,2014,25,4,2,430
15731,292.69,2014,25,4,3,466
15732,292.84,2014,25,4,4,866
15733,292.84,2014,25,4,4,866
15734,291.84,2014,25,4,5,2679
15735,291.84,2014,25,4,5,2679
15736,291.84,2014,25,4,5,2679
15737,291.02,2014,25,4,6,4972
15738,291.02,2014,25,4,6,4972
15739,291.02,2014,25,4,6,4972
15740,290.85,2014,25,4,7,6000
15741,290.85,2014,25,4,7,6000
15742,291.43,2014,25,4,8,5876
15743,292.27,2014,25,4,9,5118
15744,293.64,2014,25,4,10,4669
15745,295.87,2014,25,4,12,5735
15746,298.09,2014,25,4,13,5572
15747,298.98,2014,25,4,14,5866
15748,299.17,2014,25,4,15,6390
15749,299.16,2014,25,4,16,6571
15750,299.0,2014,25,4,17,5901
15751,298.55,2014,25,4,18,4859
15752,298.43,2014,25,4,19,3692
15753,298.03,2014,25,4,20,3041
15754,297.23,2014,25,4,21,2896
15755,297.09,2014,25,4,22,2756
15756,296.88,2014,25,4,23,2096
15757,296.57,2014,26,5,0,1450
15758,296.04,2014,26,5,1,873
15759,295.87,2014,26,5,2,664
15760,295.62,2014,26,5,3,462
15761,295.41,2014,26,5,4,460
15762,294.86,2014,26,5,5,920
15763,294.02,2014,26,5,6,1574
15764,293.96,2014,26,5,7,2070
15765,295.3,2014,26,5,8,2798
15766,296.56,2014,26,5,9,3440
15767,298.58,2014,26,5,10,3948
15768,299.5,2014,26,5,11,4384
15769,299.06,2014,26,5,12,4669
15770,299.13,2014,26,5,13,4798
15771,300.84,2014,26,5,14,4479
15772,301.9,2014,26,5,15,4531
15773,302.46,2014,26,5,16,4547
15774,302.34,2014,26,5,17,4346
15775,301.94,2014,26,5,18,3864
15776,301.19,2014,26,5,19,3642
15777,300.05,2014,26,5,20,3446
15778,298.32,2014,26,5,21,3576
15779,296.19,2014,26,5,22,3027
15780,295.51,2014,26,5,23,2466
15781,295.0,2014,27,6,0,1341
15782,294.57,2014,27,6,1,997
15783,293.96,2014,27,6,2,804
15784,292.25,2014,27,6,4,376
15785,291.6,2014,27,6,5,562
15786,291.2,2014,27,6,6,861
15787,291.49,2014,27,6,7,1150
15788,291.77,2014,27,6,8,1735
15789,292.2,2014,27,6,9,2734
15790,293.08,2014,27,6,10,3420
15791,293.91,2014,27,6,11,4128
15792,294.43,2014,27,6,12,4388
15793,295.4,2014,27,6,13,4403
15794,296.48,2014,27,6,14,4350
15795,296.76,2014,27,6,15,4385
15796,296.49,2014,27,6,16,4468
15797,292.56,2014,30,2,9,5519
15798,294.66,2014,30,2,10,4996
15799,296.16,2014,30,2,11,5273
15800,297.72,2014,30,2,12,5573
15801,298.64,2014,30,2,13,5543
15802,299.27,2014,30,2,14,5966
15803,299.59,2014,30,2,15,6151
15804,299.71,2014,30,2,16,6537
15805,299.34,2014,30,2,17,6317
15806,299.01,2014,30,2,18,4986
15807,298.04,2014,30,2,19,3773
15808,296.26,2014,30,2,20,3309
15809,294.33,2014,30,2,21,3255
15810,292.61,2014,30,2,22,2407
15811,291.85,2014,30,2,23,1330
15812,290.61,2014,31,3,1,485
15813,290.05,2014,31,3,2,330
15814,289.32,2014,31,3,3,424
15815,288.89,2014,31,3,4,984
15816,288.26,2014,31,3,5,3154
15817,288.17,2014,31,3,6,5633
15818,288.72,2014,31,3,7,6739
15819,290.87,2014,31,3,8,6211
15820,293.5,2014,31,3,9,5577
15821,295.99,2014,31,3,10,4977
15822,297.8,2014,31,3,11,5333
15823,298.6,2014,31,3,12,5694
15824,299.34,2014,31,3,13,5832
15825,300.02,2014,31,3,14,6000
15826,300.58,2014,31,3,15,6161
15827,301.0,2014,31,3,16,6608
15828,300.59,2014,31,3,17,6526
15829,300.09,2014,31,3,18,5127
15830,299.21,2014,31,3,19,3929
15831,297.2,2014,31,3,20,3437
15832,294.87,2014,31,3,21,3222
15833,293.38,2014,31,3,22,2610
15834,292.08,2014,31,3,23,1641
15835,291.39,2014,1,4,0,875
15836,291.16,2014,1,4,1,521
15837,290.73,2014,1,4,2,380
15838,289.61,2014,1,4,4,890
15839,289.35,2014,1,4,5,2958
15840,289.27,2014,1,4,6,5515
15841,289.47,2014,1,4,7,6479
15842,291.72,2014,1,4,8,5787
15843,293.62,2014,1,4,9,5363
15844,298.89,2014,1,4,11,5764
15845,299.92,2014,1,4,12,5909
15846,300.71,2014,1,4,13,6189
15847,301.16,2014,1,4,14,6318
15848,301.33,2014,1,4,15,6272
15849,301.61,2014,1,4,16,6411
15850,301.57,2014,1,4,17,5586
15851,301.72,2014,1,4,18,4948
15852,298.271,2014,1,4,19,4063
15853,293.332,2014,1,4,20,3339
15854,293.332,2014,1,4,21,3222
15855,293.55,2014,1,4,22,2748
15856,292.64,2014,1,4,23,2322
15857,292.64,2014,1,4,23,2322
15858,291.88,2014,2,5,0,1372
15859,291.88,2014,2,5,0,1372
15860,291.46,2014,2,5,1,1024
15861,291.46,2014,2,5,1,1024
15862,291.46,2014,2,5,1,1024
15863,290.86,2014,2,5,2,736
15864,290.86,2014,2,5,2,736
15865,300.23,2014,3,6,11,3952
15866,300.9,2014,3,6,12,4444
15867,301.4,2014,3,6,13,4741
15868,301.9,2014,3,6,14,4720
15869,302.4,2014,3,6,15,4723
15870,302.06,2014,3,6,16,4427
15871,301.23,2014,3,6,17,4441
15872,301.07,2014,3,6,18,4222
15873,299.9,2014,3,6,19,3598
15874,297.92,2014,3,6,20,3298
15875,296.64,2014,3,6,21,2899
15876,295.82,2014,3,6,22,2043
15877,294.38,2014,3,6,23,1195
15878,293.84,2014,4,0,0,687
15879,293.98,2014,4,0,1,479
15880,292.15,2014,4,0,5,3104
15881,291.99,2014,4,0,6,5592
15882,292.3,2014,4,0,7,6550
15883,292.65,2014,4,0,8,6069
15884,293.77,2014,4,0,9,5100
15885,293.77,2014,4,0,9,5100
15886,294.92,2014,4,0,10,4573
15887,295.05,2014,4,0,11,5090
15888,296.9,2014,4,0,12,5274
15889,298.15,2014,4,0,13,5240
15890,299.15,2014,4,0,14,5596
15891,299.65,2014,4,0,15,5980
15892,299.9,2014,4,0,16,6596
15893,299.57,2014,4,0,17,6077
15894,299.49,2014,4,0,18,4663
15895,298.77,2014,4,0,19,3558
15896,296.77,2014,4,0,20,3048
15897,295.15,2014,4,0,21,2641
15898,293.92,2014,4,0,22,1891
15899,292.77,2014,4,0,23,1158
15900,291.77,2014,5,1,0,638
15901,290.9,2014,5,1,1,424
15902,290.77,2014,5,1,2,346
15903,289.92,2014,5,1,3,432
15904,289.92,2014,5,1,3,432
15905,289.6,2014,5,1,4,965
15906,289.6,2014,5,1,4,965
15907,289.15,2014,5,1,5,3172
15908,288.99,2014,5,1,6,5627
15909,289.23,2014,5,1,7,6886
15910,290.46,2014,5,1,8,6204
15911,292.6,2014,5,1,9,5157
15912,294.48,2014,5,1,10,4808
15913,296.15,2014,5,1,11,5117
15914,297.07,2014,5,1,12,5348
15915,297.9,2014,5,1,13,5312
15916,298.65,2014,5,1,14,5520
15917,298.9,2014,5,1,15,6027
15918,299.22,2014,5,1,16,6794
15919,299.65,2014,5,1,17,6538
15920,299.07,2014,5,1,18,4940
15921,297.92,2014,5,1,19,3694
15922,296.22,2014,5,1,20,3288
15923,294.37,2014,5,1,21,2811
15924,292.45,2014,5,1,22,2027
15925,290.98,2014,5,1,23,1270
15926,290.3,2014,6,2,0,655
15927,289.61,2014,6,2,1,478
15928,288.84,2014,6,2,2,359
15929,288.38,2014,6,2,3,401
15930,288.38,2014,6,2,3,401
15931,287.92,2014,6,2,4,979
15932,287.92,2014,6,2,4,979
15933,287.38,2014,6,2,5,3177
15934,287.38,2014,6,2,5,3177
15935,287.3,2014,6,2,6,5785
15936,287.3,2014,6,2,6,5785
15937,288.3,2014,6,2,7,6386
15938,288.3,2014,6,2,7,6386
15939,290.96,2014,6,2,8,6318
15940,294.22,2014,6,2,9,5311
15941,296.61,2014,6,2,10,5087
15942,298.4,2014,6,2,11,5521
15943,299.15,2014,6,2,12,5528
15944,299.98,2014,6,2,13,5312
15945,300.4,2014,6,2,14,5869
15946,301.15,2014,6,2,15,6025
15947,300.98,2014,6,2,16,6688
15948,301.07,2014,6,2,17,6254
15949,300.98,2014,6,2,18,4970
15950,299.61,2014,6,2,19,3783
15951,298.15,2014,6,2,20,3255
15952,295.84,2014,6,2,21,2961
15953,294.14,2014,6,2,22,2205
15954,293.14,2014,6,2,23,1362
15955,291.98,2014,7,3,0,725
15956,291.31,2014,7,3,1,471
15957,290.68,2014,7,3,2,381
15958,289.99,2014,7,3,3,424
15959,300.48,2014,7,3,14,5824
15960,300.4,2014,7,3,15,6171
15961,300.99,2014,7,3,16,6731
15962,300.48,2014,7,3,17,6278
15963,299.98,2014,7,3,18,5121
15964,299.15,2014,7,3,19,3826
15965,297.65,2014,7,3,20,3441
15966,295.46,2014,7,3,21,3274
15967,294.69,2014,7,3,22,2479
15968,294.48,2014,7,3,23,1491
15969,293.45,2014,8,4,0,848
15970,292.38,2014,8,4,1,516
15971,287.586,2015,11,3,20,2886
15972,297.543,2015,12,4,18,4380
15973,292.061,2015,12,4,20,3095
15974,292.061,2015,12,4,21,3299
15975,294.84,2015,13,5,21,3040
15976,293.137,2015,13,5,23,2051
15977,296.064,2015,14,6,20,2909
15978,299.007,2015,19,4,18,4681
15979,295.369,2015,20,5,18,4045
15980,293.514,2015,22,0,0,742
15981,295.744,2015,22,0,18,4415
15982,287.741,2015,24,2,4,923
15983,290.225,2015,24,2,6,5834
15984,290.225,2015,24,2,7,5401
15985,290.225,2015,24,2,8,5097
15986,297.003,2015,24,2,10,4723
15987,299.882,2015,24,2,11,4947
15988,299.882,2015,24,2,13,5000
15989,301.221,2015,24,2,14,5247
15990,301.221,2015,24,2,15,5830
15991,301.221,2015,24,2,16,6393
15992,297.91,2015,24,2,18,4658
15993,297.91,2015,24,2,19,3378
15994,297.91,2015,24,2,20,3028
15995,291.896,2015,24,2,21,2929
15996,291.896,2015,24,2,22,2119
15997,291.896,2015,24,2,23,1205
15998,291.616,2015,25,3,0,762
15999,291.616,2015,25,3,2,334
16000,291.093,2015,25,3,3,352
16001,299.34,2015,25,3,13,5116
16002,299.53,2015,25,3,14,5264
16003,299.9,2015,25,3,15,6122
16004,299.8,2015,25,3,16,6277
16005,299.52,2015,25,3,17,5996
16006,298.52,2015,25,3,19,3843
16007,297.46,2015,25,3,20,3207
16008,295.25,2015,25,3,21,3189
16009,293.36,2015,25,3,22,2469
16010,292.11,2015,25,3,23,1507
16011,291.4,2015,26,4,0,865
16012,290.54,2015,26,4,1,495
16013,290.35,2015,26,4,2,384
16014,289.83,2015,26,4,4,866
16015,289.32,2015,26,4,5,2735
16016,289.55,2015,26,4,6,5588
16017,291.77,2015,26,4,8,5031
16018,295.3,2015,26,4,10,4428
16019,296.8,2015,26,4,11,4501
16020,299.0,2015,26,4,13,4313
16021,299.33,2015,26,4,14,5118
16022,299.5,2015,26,4,15,5833
16023,299.64,2015,26,4,16,6002
16024,298.27,2015,26,4,17,5319
16025,298.27,2015,26,4,17,5319
16026,296.23,2015,26,4,18,4416
16027,296.23,2015,26,4,18,4416
16028,295.88,2015,26,4,19,3612
16029,295.88,2015,26,4,19,3612
16030,294.59,2015,26,4,20,3125
16031,292.7,2015,26,4,21,3441
16032,291.36,2015,26,4,22,3038
16033,290.23,2015,26,4,23,2102
16034,289.44,2015,27,5,0,1468
16035,289.0,2015,27,5,1,829
16036,288.65,2015,27,5,2,672
16037,288.08,2015,27,5,3,452
16038,288.08,2015,27,5,3,452
16039,287.44,2015,27,5,4,513
16040,287.16,2015,27,5,5,847
16041,286.92,2015,27,5,6,1371
16042,289.03,2015,27,5,7,2048
16043,289.03,2015,27,5,7,2048
16044,291.98,2015,27,5,8,2700
16045,294.11,2015,27,5,9,3481
16046,295.81,2015,27,5,10,3907
16047,297.47,2015,27,5,11,3978
16048,298.85,2015,27,5,12,4395
16049,299.45,2015,27,5,13,4147
16050,300.26,2015,27,5,14,4233
16051,300.55,2015,27,5,15,4286
16052,300.76,2015,27,5,16,3975
16053,300.44,2015,27,5,17,4043
16054,299.59,2015,27,5,18,3700
16055,298.7,2015,27,5,19,3590
16056,297.43,2015,27,5,20,3421
16057,295.06,2015,27,5,22,3348
16058,294.02,2015,27,5,23,2441
16059,294.02,2015,27,5,23,2441
16060,292.55,2015,28,6,0,1447
16061,292.55,2015,28,6,0,1447
16062,291.52,2015,28,6,1,816
16063,291.52,2015,28,6,1,816
16064,291.02,2015,28,6,2,626
16065,291.02,2015,28,6,2,626
16066,290.94,2015,28,6,3,345
16067,290.94,2015,28,6,3,345
16068,290.71,2015,28,6,4,330
16069,290.71,2015,28,6,4,330
16070,290.36,2015,28,6,5,489
16071,290.36,2015,28,6,5,489
16072,290.38,2015,28,6,6,843
16073,291.05,2015,28,6,7,1142
16074,291.94,2015,28,6,8,1906
16075,293.76,2015,28,6,9,3036
16076,295.07,2015,28,6,10,3749
16077,295.99,2015,28,6,11,3806
16078,297.19,2015,28,6,12,4071
16079,297.83,2015,28,6,13,4226
16080,298.94,2015,28,6,14,4571
16081,298.78,2015,28,6,15,4399
16082,298.78,2015,28,6,15,4399
16083,295.42,2015,28,6,16,4317
16084,295.42,2015,28,6,16,4317
16085,295.42,2015,28,6,16,4317
16086,293.58,2015,28,6,17,4049
16087,293.64,2015,28,6,18,3616
16088,294.4,2015,28,6,19,3419
16089,294.15,2015,28,6,20,2973
16090,292.73,2015,28,6,21,2422
16091,292.03,2015,28,6,22,2020
16092,291.45,2015,28,6,23,1247
16093,291.13,2015,29,0,0,678
16094,290.7,2015,29,0,1,398
16095,290.49,2015,29,0,2,330
16096,290.49,2015,29,0,2,330
16097,289.88,2015,29,0,3,326
16098,289.88,2015,29,0,3,326
16099,290.14,2015,29,0,4,894
16100,290.14,2015,29,0,4,894
16101,289.72,2015,29,0,5,2811
16102,289.72,2015,29,0,5,2811
16103,289.97,2015,29,0,6,5700
16104,289.97,2015,29,0,6,5700
16105,291.02,2015,29,0,7,5889
16106,291.02,2015,29,0,7,5889
16107,291.02,2015,29,0,7,5889
16108,292.93,2015,29,0,8,5334
16109,292.93,2015,29,0,8,5334
16110,292.93,2015,29,0,8,5334
16111,294.63,2015,29,0,9,4634
16112,296.9,2015,29,0,10,4439
16113,298.55,2015,29,0,11,4555
16114,299.75,2015,29,0,12,4881
16115,300.09,2015,29,0,13,4994
16116,300.5,2015,29,0,14,5709
16117,299.6,2015,29,0,15,5866
16118,299.54,2015,29,0,16,6495
16119,299.54,2015,29,0,16,6495
16120,298.72,2015,29,0,18,4579
16121,295.9,2015,29,0,19,3201
16122,295.9,2015,29,0,19,3201
16123,295.9,2015,29,0,19,3201
16124,293.25,2015,29,0,20,2527
16125,293.25,2015,29,0,20,2527
16126,291.49,2015,29,0,21,2251
16127,291.49,2015,29,0,21,2251
16128,291.49,2015,29,0,21,2251
16129,291.0,2015,29,0,22,1680
16130,290.57,2015,29,0,23,1105
16131,290.57,2015,29,0,23,1105
16132,290.19,2015,30,1,0,673
16133,290.19,2015,30,1,0,673
16134,289.8,2015,30,1,2,327
16135,289.71,2015,30,1,3,414
16136,289.61,2015,30,1,4,911
16137,289.61,2015,30,1,4,911
16138,289.36,2015,30,1,5,2947
16139,289.36,2015,30,1,5,2947
16140,289.27,2015,30,1,6,5859
16141,289.81,2015,30,1,7,6063
16142,289.81,2015,30,1,7,6063
16143,289.81,2015,30,1,7,6063
16144,290.53,2015,30,1,8,5354
16145,290.53,2015,30,1,8,5354
16146,292.06,2015,30,1,9,4346
16147,293.38,2015,30,1,10,4290
16148,294.28,2015,30,1,11,4475
16149,295.18,2015,30,1,12,4558
16150,295.62,2015,30,1,13,4508
16151,296.53,2015,30,1,14,5204
16152,296.88,2015,30,1,15,5457
16153,296.92,2015,30,1,16,6383
16154,296.75,2015,30,1,17,6109
16155,291.35,2015,30,1,22,2020
16156,290.5,2015,30,1,23,1251
16157,289.2,2015,1,2,0,737
16158,289.4,2015,1,2,1,444
16159,289.19,2015,1,2,2,347
16160,288.74,2015,1,2,3,356
16161,288.07,2015,1,2,4,936
16162,287.87,2015,1,2,5,2886
16163,287.38,2015,1,2,6,5741
16164,287.58,2015,1,2,7,6261
16165,288.58,2015,1,2,9,4409
16166,289.24,2015,1,2,10,4273
16167,289.44,2015,1,2,11,4469
16168,290.53,2015,1,2,12,4625
16169,292.17,2015,1,2,13,4462
16170,293.61,2015,1,2,14,4996
16171,294.85,2015,1,2,15,5623
16172,295.07,2015,1,2,16,6210
16173,295.56,2015,1,2,17,5969
16174,295.17,2015,1,2,18,4604
16175,294.86,2015,1,2,19,3649
16176,293.76,2015,1,2,20,3144
16177,291.19,2015,1,2,21,2788
16178,289.67,2015,1,2,22,2356
16179,288.1,2015,1,2,23,2820
16180,287.36,2015,2,3,0,1265
16181,286.47,2015,2,3,1,566
16182,286.22,2015,2,3,2,373
16183,285.63,2015,2,3,3,356
16184,285.16,2015,2,3,4,801
16185,285.03,2015,2,3,5,2696
16186,284.72,2015,2,3,6,5400
16187,286.44,2015,2,3,7,5933
16188,289.21,2015,2,3,8,4987
16189,289.59,2015,2,3,9,4419
16190,293.43,2015,2,3,10,4258
16191,294.9,2015,2,3,11,4816
16192,295.3,2015,2,3,12,5254
16193,296.48,2015,2,3,13,5201
16194,297.07,2015,2,3,14,5601
16195,297.59,2015,2,3,15,5707
16196,297.49,2015,2,3,16,5768
16197,297.54,2015,2,3,17,4975
16198,296.76,2015,2,3,18,3971
16199,296.34,2015,2,3,19,3532
16200,294.98,2015,2,3,20,2977
16201,293.02,2015,2,3,21,2997
16202,290.86,2015,2,3,22,2525
16203,290.37,2015,2,3,23,1657
16204,289.2,2015,3,4,0,959
16205,288.04,2015,3,4,1,615
16206,287.7,2015,3,4,2,456
16207,287.43,2015,3,4,3,359
16208,286.81,2015,3,4,4,464
16209,286.05,2015,3,4,5,961
16210,285.9,2015,3,4,6,1939
16211,287.42,2015,3,4,7,2368
16212,288.55,2015,3,4,8,2523
16213,292.11,2015,3,4,9,3227
16214,294.18,2015,3,4,10,3721
16215,295.86,2015,3,4,11,4034
16216,296.69,2015,3,4,12,4273
16217,297.67,2015,3,4,13,4380
16218,298.18,2015,3,4,14,4265
16219,298.92,2015,3,4,15,4339
16220,298.97,2015,3,4,16,4289
16221,298.85,2015,3,4,17,3526
16222,298.63,2015,3,4,18,3762
16223,297.84,2015,3,4,19,3263
16224,296.52,2015,3,4,20,2756
16225,295.08,2015,3,4,21,2740
16226,293.43,2015,3,4,22,3094
16227,292.99,2015,3,4,23,2053
16228,291.76,2015,4,5,0,1512
16229,290.88,2015,4,5,1,851
16230,290.88,2015,4,5,1,851
16231,290.7,2015,4,5,2,735
16232,290.7,2015,4,5,2,735
16233,290.7,2015,4,5,2,735
16234,290.49,2015,4,5,3,341
16235,290.49,2015,4,5,3,341
16236,290.49,2015,4,5,3,341
16237,290.0,2015,4,5,4,387
16238,290.0,2015,4,5,4,387
16239,290.0,2015,4,5,4,387
16240,289.73,2015,4,5,5,736
16241,289.73,2015,4,5,5,736
16242,289.73,2015,4,5,5,736
16243,288.99,2015,4,5,6,971
16244,288.99,2015,4,5,6,971
16245,290.3,2015,4,5,7,1403
16246,290.3,2015,4,5,7,1403
16247,292.2,2015,4,5,8,1613
16248,292.2,2015,4,5,8,1613
16249,294.15,2015,4,5,9,2322
16250,294.15,2015,4,5,9,2322
16251,296.51,2015,4,5,10,2772
16252,298.44,2015,4,5,11,3011
16253,299.1,2015,4,5,12,3156
16254,300.28,2015,4,5,13,3267
16255,300.9,2015,4,5,14,3198
16256,301.83,2015,4,5,15,3080
16257,301.72,2015,4,5,16,2795
16258,301.69,2015,4,5,17,2809
16259,300.84,2015,4,5,18,2792
16260,300.06,2015,4,5,19,2621
16261,298.64,2015,4,5,20,2598
16262,298.12,2015,4,5,21,2471
16263,295.67,2015,4,5,22,2466
16264,295.67,2015,4,5,22,2466
16265,295.04,2015,4,5,23,3493
16266,295.04,2015,4,5,23,3493
16267,294.18,2015,5,6,0,1710
16268,294.18,2015,5,6,0,1710
16269,293.32,2015,5,6,1,838
16270,293.03,2015,5,6,2,656
16271,292.6,2015,5,6,3,338
16272,292.6,2015,5,6,3,338
16273,291.56,2015,5,6,4,293
16274,291.31,2015,5,6,5,451
16275,291.09,2015,5,6,6,798
16276,292.02,2015,5,6,7,1099
16277,293.82,2015,5,6,8,1482
16278,295.27,2015,5,6,9,2257
16279,296.67,2015,5,6,10,2710
16280,297.48,2015,5,6,11,3295
16281,298.31,2015,5,6,12,3874
16282,300.42,2015,5,6,13,4057
16283,301.53,2015,5,6,14,4009
16284,302.48,2015,5,6,15,3846
16285,302.9,2015,5,6,16,3677
16286,302.68,2015,5,6,17,3688
16287,302.01,2015,5,6,18,3740
16288,301.42,2015,5,6,19,3488
16289,300.55,2015,5,6,20,3677
16290,300.07,2015,5,6,21,2992
16291,298.85,2015,5,6,22,2278
16292,298.56,2015,5,6,23,1310
16293,298.38,2015,6,0,0,729
16294,296.2,2015,6,0,1,398
16295,296.2,2015,6,0,1,398
16296,296.2,2015,6,0,1,398
16297,295.18,2015,6,0,2,319
16298,295.18,2015,6,0,2,319
16299,295.18,2015,6,0,2,319
16300,294.87,2015,6,0,3,346
16301,294.87,2015,6,0,3,346
16302,294.87,2015,6,0,3,346
16303,294.23,2015,6,0,4,760
16304,294.23,2015,6,0,4,760
16305,294.23,2015,6,0,4,760
16306,294.1,2015,6,0,5,2499
16307,294.1,2015,6,0,5,2499
16308,294.1,2015,6,0,5,2499
16309,293.98,2015,6,0,6,4487
16310,293.98,2015,6,0,6,4487
16311,293.85,2015,6,0,7,5199
16312,293.85,2015,6,0,7,5199
16313,293.85,2015,6,0,7,5199
16314,294.0,2015,6,0,8,4911
16315,294.0,2015,6,0,8,4911
16316,294.0,2015,6,0,8,4911
16317,294.12,2015,6,0,9,4173
16318,294.12,2015,6,0,9,4173
16319,294.12,2015,6,0,9,4173
16320,294.24,2015,6,0,10,3821
16321,294.24,2015,6,0,10,3821
16322,293.35,2015,6,0,11,3998
16323,293.35,2015,6,0,11,3998
16324,293.35,2015,6,0,11,3998
16325,292.72,2015,6,0,12,4385
16326,292.72,2015,6,0,12,4385
16327,292.72,2015,6,0,12,4385
16328,290.94,2015,6,0,13,4307
16329,290.94,2015,6,0,13,4307
16330,290.94,2015,6,0,13,4307
16331,290.94,2015,6,0,13,4307
16332,290.94,2015,6,0,13,4307
16333,291.49,2015,6,0,14,4888
16334,291.49,2015,6,0,14,4888
16335,291.49,2015,6,0,14,4888
16336,291.49,2015,6,0,14,4888
16337,291.49,2015,6,0,14,4888
16338,293.22,2015,6,0,15,5205
16339,293.22,2015,6,0,15,5205
16340,293.22,2015,6,0,15,5205
16341,293.22,2015,6,0,15,5205
16342,294.16,2015,6,0,16,6006
16343,294.16,2015,6,0,16,6006
16344,294.16,2015,6,0,16,6006
16345,294.16,2015,6,0,16,6006
16346,294.68,2015,6,0,17,5861
16347,294.68,2015,6,0,17,5861
16348,294.54,2015,6,0,18,4264
16349,294.54,2015,6,0,18,4264
16350,294.02,2015,6,0,19,3040
16351,294.02,2015,6,0,19,3040
